"Genotype"	"Background"	"Background.simple"	"Treatment"	"Treatment.V"	"Chamber.ID"	"Chamber.Irradiance"	"Vernalization"	"Daylength"	"Temperature"	"Fluctuation"	"Survival.Bolt"	"Bolt"	"Days.to.Bolt"	"Days.to.Flower"	"Rosette.leaf.num"	"Cauline.leaf.num"	"Notes"
"158"	"co"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	19	26	17	3	NA
"159"	"co"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	20	27	16	3	NA
"160"	"co"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	21	28	17	2	NA
"161"	"co"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	22	29	19	4	NA
"162"	"co"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	24	30	16	5	NA
"163"	"co"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	25	31	17	5	NA
"164"	"co"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	28	34	15	3	NA
"165"	"co"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	22	29	17	3	NA
"166"	"co"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	35	41	30	4	NA
"167"	"co"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	34	40	31	4	NA
"168"	"co"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	34	41	24	3	NA
"169"	"co"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	33	40	29	4	NA
"170"	"co"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	37	43	23	4	NA
"171"	"co"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	38	44	28	3	NA
"172"	"co"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	36	43	23	4	NA
"173"	"co"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	36	43	26	3	NA
"174"	"co"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	20	28	15	4	NA
"175"	"co"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	21	28	15	2	NA
"176"	"co"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	23	30	13	3	NA
"177"	"co"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	19	27	15	3	NA
"178"	"co"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	21	29	17	3	NA
"179"	"co"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	23	30	14	3	NA
"180"	"co"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	21	29	16	3	NA
"181"	"co"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	23	29	15	2	NA
"182"	"co"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	26	34	19	4	NA
"183"	"co"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	27	35	21	5	NA
"184"	"co"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	27	36	19	3	NA
"185"	"co"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	32	40	21	4	NA
"186"	"co"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	34	40	21	4	NA
"187"	"co"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	34	40	24	5	NA
"188"	"co"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	31	39	23	5	NA
"189"	"co"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	30	39	21	7	NA
"190"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	27	38	13	3	NA
"191"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	24	36	13	2	NA
"192"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	31	43	13	2	NA
"193"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	27	38	15	4	NA
"194"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	28	40	17	3	NA
"195"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	30	40	15	4	NA
"196"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	29	41	15	3	NA
"197"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	32	43	14	3	NA
"198"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	71	89	54	9	NA
"199"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	73	91	57	10	NA
"200"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	66	85	54	9	NA
"201"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	71	89	52	9	NA
"202"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	71	88	51	12	NA
"203"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	73	93	52	9	NA
"204"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	73	93	53	11	NA
"205"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	73	93	48	11	NA
"206"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	20	25	13	3	NA
"207"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	21	27	13	2	NA
"208"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	20	25	13	3	NA
"209"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	19	24	12	3	NA
"210"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	20	26	13	3	NA
"211"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	19	24	13	3	NA
"212"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	19	25	12	4	NA
"213"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	20	25	11	3	NA
"214"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	47	54	33	6	NA
"215"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	47	54	40	5	NA
"216"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	64	73	49	9	NA
"217"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	49	57	37	6	NA
"218"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	54	61	38	5	NA
"219"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	52	59	36	5	NA
"220"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	56	64	33	4	NA
"221"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	53	60	41	6	NA
"222"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	19	27	9	2	NA
"223"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	18	25	12	1	NA
"224"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	20	27	11	2	NA
"225"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	24	30	9	2	NA
"226"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	19	26	11	2	NA
"227"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	21	27	12	2	NA
"228"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	20	27	11	2	NA
"229"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	19	28	12	1	NA
"230"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3T"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	37	44	23	3	NA
"231"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3T"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	39	45	16	2	NA
"232"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3T"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	42	50	22	4	NA
"233"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3T"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	48	55	36	7	NA
"234"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	48	56	33	6	NA
"235"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	49	56	31	5	NA
"236"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	44	52	26	7	NA
"237"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	39	46	23	2	NA
"238"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"2B"	"High"	"V"	16	12	"Con"	"Y"	"Y"	21	32	15	4	NA
"239"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"2B"	"High"	"V"	16	12	"Con"	"Y"	"Y"	22	34	14	4	NA
"240"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"2B"	"High"	"V"	16	12	"Con"	"Y"	"Y"	21	32	13	3	NA
"241"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"2B"	"High"	"V"	16	12	"Con"	"Y"	"Y"	21	31	13	2	NA
"242"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"5B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	23	34	13	4	NA
"243"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"5B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	22	33	13	2	NA
"244"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"5B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	22	33	14	3	NA
"245"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"5B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	22	34	14	3	NA
"246"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"4T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	47	62	29	4	NA
"247"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"4T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	45	60	32	5	NA
"248"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"4T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	47	63	35	4	NA
"249"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"4T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	46	61	30	4	NA
"250"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"5T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	47	63	29	4	NA
"251"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"5T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	48	64	29	4	NA
"252"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"5T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	48	64	25	7	NA
"253"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"5T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	47	63	28	4	NA
"254"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	16	22	12	2	NA
"255"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	17	22	12	4	NA
"256"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	16	23	12	4	NA
"257"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	18	23	14	3	NA
"258"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	16	21	13	4	NA
"259"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	17	22	16	4	NA
"260"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	27	22	12	4	NA
"261"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	17	22	12	5	NA
"262"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	35	42	25	4	NA
"263"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	38	45	26	8	NA
"264"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	36	43	22	5	NA
"265"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	35	41	28	5	NA
"266"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	30	39	24	6	NA
"267"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	34	41	29	7	NA
"268"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	30	39	23	7	NA
"269"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	37	43	27	6	NA
"270"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	21	29	12	2	NA
"271"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	20	25	14	2	NA
"272"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	19	25	12	2	NA
"273"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	18	24	10	1	NA
"274"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	19	25	13	2	NA
"275"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	19	24	13	3	NA
"276"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	19	25	14	3	NA
"277"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	19	24	12	2	NA
"278"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	34	40	21	24	NA
"279"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	26	33	16	2	NA
"280"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	29	38	19	3	NA
"281"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	32	40	22	4	NA
"282"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	27	36	16	4	NA
"283"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	26	33	18	2	NA
"284"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	31	39	23	6	NA
"285"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	27	36	19	4	NA
"286"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	51	62	46	6	NA
"287"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	49	60	33	3	NA
"288"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	52	63	45	7	NA
"289"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	48	59	33	6	NA
"290"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	52	64	39	7	NA
"291"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	54	66	38	8	NA
"292"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	52	63	45	5	NA
"293"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	67	81	36	9	NA
"294"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	88	106	66	7	NA
"295"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	88	107	70	9	NA
"296"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	81	98	70	8	NA
"297"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	88	104	63	6	NA
"298"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	86	104	68	7	NA
"299"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	94	116	62	6	NA
"300"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	87	106	67	6	NA
"301"	"Col FRI Ama"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	90	106	64	5	NA
"302"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	42	47	36	7	NA
"303"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	46	52	35	6	NA
"304"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	72	79	52	8	NA
"305"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	69	76	53	7	NA
"306"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	47	52	33	6	NA
"307"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	68	73	51	8	NA
"308"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	52	57	31	6	NA
"309"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	53	59	40	6	NA
"310"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"311"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"312"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"313"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"314"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	144	155	68	8	NA
"315"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"316"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"317"	"Col FRI Ama"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	104	112	65	9	NA
"318"	"Col FRI Ama"	"Col FRI"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	29	35	19	3	NA
"319"	"Col FRI Ama"	"Col FRI"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	30	38	24	3	NA
"320"	"Col FRI Ama"	"Col FRI"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	31	39	26	4	NA
"321"	"Col FRI Ama"	"Col FRI"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	31	38	25	3	NA
